IdProject,IdCompany,IdManager,IdSupportProgram,LoanAmount,IdIndustry,IdStatus,IdSubindustry,IdRegion,ApplicationNumber,ProjectName,Locality,LoanAgreementDate,IdBudget,LoanAgreementPayement,IdRegionalFund
23928,7338,NULL,116,540000.0000,610,391056,3661,135,439,Наименование проекта23928,г. Москва,NULL,2,NULL,NULL
23985,9893,2440,115,150000.0000,611,20761,3663,141,411,Наименование проекта23985,г. Новосибирск,2015-10-08,1,2015-10-14,NULL
24384,4987,NULL,117,50000.0000,598,391056,3580,105,187,Наименование проекта24384,п. Светлый Яр,NULL,2,NULL,NULL
25136,22690,NULL,692,120000.0000,606,391056,3619,148,1022,Наименование проекта25136,г.Великие Луки,NULL,1,NULL,NULL
25192,25132,NULL,692,50000.0000,598,391056,3584,113,1018,Наименование проекта25192,Ангарск,NULL,1,NULL,NULL
25248,16069,NULL,115,493674.0000,616,391056,20851,135,208,Наименование проекта25248,г. Москва,NULL,2,NULL,NULL
25704,25651,523,115,180000.0000,598,277,3580,136,138,Наименование проекта25704,г. Юбилейный,NULL,0,NULL,NULL
25816,25814,1979,117,500000.0000,607,20761,3644,135,257,Наименование проекта25816,г. Москва,2015-07-09,1,2015-07-13,NULL
25878,25876,NULL,115,320775.0000,601,391056,3589,160,692,Наименование проекта25878,г. Минеральные Воды,NULL,2,NULL,NULL
25938,25935,NULL,115,250000.0000,592,391056,3566,135,452,Наименование проекта25938,г. Москва,NULL,2,NULL,NULL
25994,25130,523,115,300000.0000,608,277,3652,97,1019,Наименование проекта25994,Благовещенск,NULL,0,NULL,NULL
26058,26056,NULL,115,100000.0000,598,3126344,3580,149,620,Наименование проекта26058,г. Шахты,NULL,1,NULL,NULL
26116,26054,1274,116,642000.0000,601,277,3589,114,668,Наименование проекта26116,с.п.Октябрьское,NULL,1,NULL,NULL
26242,26240,NULL,115,200000.0000,606,391056,3619,152,213,Наименование проекта26242,г. Санкт-Петербург,NULL,2,NULL,NULL
26298,26238,NULL,116,262418.0000,608,391056,3647,152,1156,Наименование проекта26298,поселок Понтонный,NULL,2,NULL,NULL
26420,26413,7936,115,280000.0000,606,20761,3624,168,482,Наименование проекта26420,г. Сарапул,2015-12-09,1,2015-12-11,NULL
26599,26478,NULL,115,70000.0000,604,391056,3605,143,1140,Наименование проекта26599,Новосергиевка,NULL,0,NULL,NULL
26845,26843,3702,115,500000.0000,611,20761,3666,117,530,Наименование проекта26845,г. Кондрово,2015-08-10,1,2015-08-11,NULL
26929,26927,NULL,117,491757.0000,598,391056,3580,136,685,Наименование проекта26929,Деревня Глухово,NULL,2,NULL,NULL
27231,27229,NULL,115,300000.0000,594,391056,3571,103,1149,Наименование проекта27231,Новый Уоян,NULL,0,NULL,NULL
29875,22349,3702,692,171995.0000,607,20761,3644,136,1866,Наименование проекта29875,"Солнечногорский район, деревня Есипово",2016-12-27,1,2016-12-29,NULL
30675,20309,1935,115,500000.0000,600,20761,3586,178,1023,Наименование проекта30675,Ярославль,2015-09-15,1,2015-09-17,NULL
30797,20309,1935,115,300000.0000,600,20761,3587,178,1024,Наименование проекта30797,Ярославль,2015-11-17,1,2015-11-19,NULL
31318,22355,NULL,692,70000.0000,608,391056,3648,163,1158,Наименование проекта31318,Тверь,NULL,2,NULL,NULL
31416,26597,NULL,115,100000.0000,618,391056,0,130,1185,Наименование проекта31416,Гатчина,NULL,0,NULL,NULL
31473,26597,NULL,115,300000.0000,618,391056,0,130,1184,Наименование проекта31473,Гатчина,NULL,0,NULL,NULL
31534,31532,NULL,115,493000.0000,617,391056,20859,168,1745,Наименование проекта31534,Ува,NULL,0,NULL,NULL
32470,32468,NULL,692,300000.0000,608,391056,3651,96,1030,Наименование проекта32470,Барнаул,NULL,1,NULL,NULL
32725,32723,NULL,115,126000.0000,607,391056,3641,121,1282,Наименование проекта32725,город Юрга,NULL,2,NULL,NULL
32785,32783,NULL,117,248000.0000,608,391056,3652,110,1027,Наименование проекта32785,Чита,NULL,2,NULL,NULL
32983,6189,1281,692,50000.0000,602,391056,3594,122,1880,Наименование проекта32983,"Советский район, с. Колянур",NULL,1,NULL,NULL
33040,22359,2440,115,235000.0000,607,20761,3635,152,1029,Наименование проекта33040,Санкт-Петербург,2015-10-29,1,2015-11-03,NULL
33098,32861,NULL,692,70000.0000,616,391056,20851,135,1770,Наименование проекта33098,Москва,NULL,1,NULL,NULL
33171,33168,NULL,115,280000.0000,607,391056,3641,168,1395,Наименование проекта33171,город Ижевск,NULL,0,NULL,NULL
33234,2645,525,115,180000.0000,607,277,3641,156,6,Наименование проекта33234,г. Екатеринбург,NULL,0,NULL,NULL
33400,33230,NULL,692,150000.0000,604,391056,3603,160,1032,Наименование проекта33400,город Невинномысск,NULL,1,NULL,NULL
33539,33537,522,117,425000.0000,608,277,3648,152,41,Наименование проекта33539,г. Санкт-Петербург,NULL,0,NULL,NULL
33885,33883,NULL,692,140000.0000,615,391056,20860,141,120,Наименование проекта33885,г. Новосибирск,NULL,1,NULL,NULL
34194,34113,NULL,115,12195.0000,601,391056,3588,142,1669,Наименование проекта34194,Омск,NULL,2,NULL,NULL
34278,34276,2440,115,298000.0000,606,20761,3624,104,515,Наименование проекта34278,Владимир,2015-11-03,1,2015-11-06,NULL
34337,34335,1273,115,300000.0000,610,3126345,3662,173,664,Наименование проекта34337,Челябинск,2015-10-22,1,2015-11-02,NULL
34509,34475,8320,115,250000.0000,611,20761,3666,111,1654,Наименование проекта34509,г.Наволоки,2015-11-25,1,2015-11-27,NULL
34831,34777,NULL,692,102050.0000,601,391056,3589,152,1764,Наименование проекта34831,Санкт-Петербург,NULL,1,NULL,NULL
35626,26483,NULL,115,200000.0000,618,391056,0,178,1159,Наименование проекта35626,"Рыбинский район, покровский с/о, территория Костино",NULL,1,NULL,NULL
35735,22427,NULL,692,233000.0000,598,391056,3584,149,1031,Наименование проекта35735,г. Красный Сулин,NULL,2,NULL,NULL
36129,6222,NULL,115,123236.0000,607,391056,3643,156,574,Наименование проекта36129,г. Сысерть,NULL,0,NULL,NULL
36187,2514,1273,115,500000.0000,616,20761,20849,136,1170,Наименование проекта36187,"Красногорский район, БЦ ""Рига Лэнд""",2015-11-06,1,2015-11-19,NULL
36364,29869,NULL,115,347713.0000,598,391056,3584,164,1841,Наименование проекта36364,Томск,NULL,2,NULL,NULL
36658,36656,1273,692,75000.0000,608,20761,3645,156,595,Наименование проекта36658,Екатеринбург,2016-08-12,1,2016-08-19,NULL
37114,26056,NULL,115,118000.0000,591,391056,3565,149,619,Наименование проекта37114,г. Шахты,NULL,0,NULL,NULL
37410,37408,NULL,115,295578.0000,607,391056,3634,139,700,Наименование проекта37410,Выкса,NULL,0,NULL,NULL
37469,37467,NULL,692,210000.0000,618,391056,0,135,1996,Наименование проекта37469,Москва,NULL,1,NULL,NULL
37556,37554,NULL,115,250000.0000,600,391056,3586,122,710,Наименование проекта37556,пгт. Восточный,NULL,0,NULL,NULL
37673,37671,NULL,115,300000.0000,600,391056,3586,152,711,Наименование проекта37673,Санкт-Петербург,NULL,0,NULL,NULL
37842,37840,NULL,115,50000.0000,607,391056,3635,100,730,Наименование проекта37842,Уфа,NULL,0,NULL,NULL
38125,33537,NULL,117,425000.0000,608,192134,3648,152,1035,Наименование проекта38125,Санкт-Петербург,NULL,1,NULL,NULL
38185,38181,NULL,115,144000.0000,608,391056,3648,117,634,Наименование проекта38185,г. Калуга,NULL,0,NULL,NULL
38241,38183,NULL,115,300000.0000,603,391056,3599,139,677,Наименование проекта38241,Кулебаки,NULL,2,NULL,NULL
38326,38299,NULL,115,282000.0000,608,391056,3645,135,679,Наименование проекта38326,Москва,NULL,0,NULL,NULL
38551,38384,NULL,692,125000.0000,611,391056,3666,136,680,Наименование проекта38551,Дубна,NULL,1,NULL,NULL
38746,38660,NULL,115,186800.0000,603,391056,3602,135,658,Наименование проекта38746,г. Москва,NULL,0,NULL,NULL
38806,19904,NULL,115,285000.0000,606,391056,3619,135,663,Наименование проекта38806,г. Москва,NULL,0,NULL,NULL
39019,38804,1273,692,300000.0000,610,391056,3659,175,687,Наименование проекта39019,Чебоксары,NULL,1,NULL,NULL
39078,39076,NULL,692,131970.0000,607,391056,3635,100,693,Наименование проекта39078,Стрелитамак,NULL,1,NULL,NULL
39141,39137,NULL,115,96011.0000,607,391056,3626,149,697,Наименование проекта39141,Шахты,NULL,0,NULL,NULL
39198,39139,NULL,115,92400.0000,608,391056,3649,136,665,Наименование проекта39198,г. Люберцы,NULL,0,NULL,NULL
39257,39255,NULL,115,70000.0000,607,391056,3631,135,698,Наименование проекта39257,Москва,NULL,0,NULL,NULL
39677,39563,NULL,115,128500.0000,594,391056,3572,106,1175,Наименование проекта39677,пос. Хохлово,NULL,2,NULL,NULL
39765,39762,NULL,115,86404.0000,607,391056,3634,151,743,Наименование проекта39765,г. Сызрань,NULL,0,NULL,NULL
40087,39331,1935,115,280000.0000,604,20761,3610,136,133,Наименование проекта40087,Химки,2015-06-26,1,2015-07-03,NULL
40388,39464,2440,115,285000.0000,601,20761,3588,99,135,Наименование проекта40388,Астрахань,2015-05-28,1,2015-06-02,NULL
40689,39320,1935,115,300000.0000,610,20761,3659,135,17,Наименование проекта40689,Москва,2015-06-24,1,2015-07-01,NULL
46754,23302,NULL,115,300000.0000,607,391056,3641,104,1139,Наименование проекта46754,Гусь-Хрустальный,NULL,0,NULL,NULL
47230,15873,1935,115,202440.0000,600,20761,3586,117,215,Наименование проекта47230,Обнинск,2015-07-06,1,2015-07-22,NULL
47313,6945,NULL,117,103000.0000,604,391056,3610,173,441,Наименование проекта47313,Челябинск,NULL,2,NULL,NULL
47396,9959,NULL,692,100000.0000,602,391056,3597,109,579,Наименование проекта47396,c. Союзное,NULL,1,NULL,NULL
47453,9959,NULL,117,100000.0000,602,391056,3597,173,581,Наименование проекта47453,Сатка,NULL,2,NULL,NULL
47510,16470,NULL,115,300000.0000,607,391056,3641,135,508,Наименование проекта47510,Москва,NULL,0,NULL,NULL
47567,37730,NULL,115,100000.0000,611,3126344,3667,135,719,Наименование проекта47567,Москва,NULL,1,NULL,NULL
47754,47752,NULL,115,98000.0000,607,391056,3644,151,744,Наименование проекта47754,Жигулевск,NULL,2,NULL,NULL
47811,20373,NULL,692,300000.0000,602,391056,3590,135,481,Наименование проекта47811,Москва,NULL,1,NULL,NULL
47868,32723,NULL,118,700000.0000,607,391056,3641,121,1280,Наименование проекта47868,г. Юрга,NULL,2,NULL,NULL
47924,32723,NULL,115,175000.0000,607,391056,3641,121,1283,Наименование проекта47924,г. Юрга,NULL,2,NULL,NULL
47980,32723,NULL,115,140000.0000,607,391056,3641,121,1281,Наименование проекта47980,г. Юрга,NULL,2,NULL,NULL
48041,48039,525,117,103000.0000,604,277,3610,141,30,Наименование проекта48041,Новосибирск,NULL,0,NULL,NULL
48159,48098,NULL,115,60510.0000,606,391056,3622,164,1141,Наименование проекта48159,Томск,NULL,0,NULL,NULL
48277,39318,NULL,692,168700.0000,607,391056,3644,100,1939,Наименование проекта48277,Уфа,NULL,1,NULL,NULL
48827,35008,NULL,115,200000.0000,618,391056,0,126,1155,Наименование проекта48827,г.Краснодар,NULL,2,NULL,NULL
49026,22136,NULL,115,59600.0000,607,391056,3630,152,1157,Наименование проекта49026,Санкт - Петербург,NULL,2,NULL,NULL
49181,4656,NULL,115,105000.0000,593,391056,3570,163,1160,Наименование проекта49181,Кимры,NULL,0,NULL,NULL
50477,32109,NULL,692,275000.0000,607,391056,3644,130,1865,Наименование проекта50477,Пгт. Вырица,NULL,1,NULL,NULL
50548,50535,1979,692,300000.0000,592,277,3566,175,1732,Наименование проекта50548,Чебоксары,NULL,1,NULL,NULL
50775,50539,NULL,692,90000.0000,598,391056,3580,122,1161,Наименование проекта50775,п. Рудничный,NULL,1,NULL,NULL
51296,51196,NULL,115,300000.0000,608,391056,3645,139,670,Наименование проекта51296,Нижний Новгород,NULL,0,NULL,NULL
51511,48039,NULL,115,298419.0000,608,391056,3645,156,1191,Наименование проекта51511,Краснотурьинск,NULL,2,NULL,NULL
51577,4656,NULL,692,105000.0000,593,391056,3570,135,596,Наименование проекта51577,Москва,NULL,1,NULL,NULL
51691,13026,NULL,115,300000.0000,601,391056,3588,129,180,Наименование проекта51691,г. Курск,NULL,0,NULL,NULL
52045,52043,NULL,115,296560.0000,601,391056,3589,136,667,Наименование проекта52045,"г. Хотьково, Сергиево-Посадский район",NULL,2,NULL,NULL
52130,15938,NULL,118,456000.0000,600,391056,3587,135,60,Наименование проекта52130,Москва,NULL,2,NULL,NULL
52189,52014,NULL,115,493900.0000,607,391056,3641,105,1164,Наименование проекта52189,Камышин,NULL,0,NULL,NULL
52258,52256,NULL,692,500000.0000,598,391056,3580,107,1664,Наименование проекта52258,Воронеж,NULL,1,NULL,NULL
52372,51172,NULL,115,300000.0000,607,391056,3634,107,1754,Наименование проекта52372,г. Лиски,NULL,2,NULL,NULL
52778,52760,NULL,116,42000.0000,608,391056,3646,139,1178,Наименование проекта52778,п. Кудьма,NULL,2,NULL,NULL
52834,27166,NULL,692,307908.0000,600,391056,3587,146,1166,Наименование проекта52834,г.Пермь,NULL,1,NULL,NULL
53141,52907,1273,115,296647.0000,598,277,3584,136,1187,Наименование проекта53141,Хотьково,NULL,1,NULL,NULL
53256,12828,NULL,115,53000.0000,603,391056,3600,105,1190,Наименование проекта53256,Камышин,NULL,2,NULL,NULL
53524,52043,1273,692,300000.0000,595,277,3574,136,1171,Наименование проекта53524,"г. Хотьково, Сергиево-Посадский район",NULL,1,NULL,NULL
53678,53676,NULL,115,51556.0000,607,391056,3641,110,1172,Наименование проекта53678,пгт. Дарасун,NULL,2,NULL,NULL
53745,53743,NULL,115,120000.0000,607,391056,3643,110,1173,Наименование проекта53745,город Чита,NULL,2,NULL,NULL
53982,18544,NULL,115,700000.0000,616,391056,20849,152,34,Наименование проекта53982,Санкт-Петербург,NULL,2,NULL,NULL
54344,16403,NULL,115,60000.0000,598,391056,3584,156,511,Наименование проекта54344,п.Красногвардейский,NULL,2,NULL,NULL
54405,54399,NULL,115,70000.0000,594,391056,3572,136,1180,Наименование проекта54405,Жуковский,NULL,2,NULL,NULL
54895,34617,NULL,115,300000.0000,603,391056,3599,135,132,Наименование проекта54895,Москва,NULL,0,NULL,NULL
55033,51571,NULL,115,50100.0000,606,391056,3624,104,1760,Наименование проекта55033,Владимир,NULL,2,NULL,NULL
55273,55270,NULL,115,500000.0000,600,391056,3587,151,1181,Наименование проекта55273,"Безенчукский район, село Екатериновка",NULL,2,NULL,NULL
55838,55550,NULL,692,148630.0000,595,391056,3574,151,1183,Наименование проекта55838,пос. Новосемейкино,NULL,2,NULL,NULL
56579,26413,NULL,115,930000.0000,606,391056,3624,168,63,Наименование проекта56579,г. Сарапул,NULL,2,NULL,NULL
56637,10586,NULL,692,294000.0000,608,391056,3648,156,666,Наименование проекта56637,Нижний Тагил,NULL,1,NULL,NULL
58041,56921,NULL,115,50500.0000,609,391056,3658,101,1189,Наименование проекта58041,г.Старый Оскол,NULL,0,NULL,NULL
58092,57544,NULL,115,248000.0000,616,391056,20850,152,1727,Наименование проекта58092,Санкт-Петербург,NULL,2,NULL,NULL
59172,58937,NULL,116,700000.0000,618,391056,0,160,718,Наименование проекта59172,Ставрополь,NULL,2,NULL,NULL
59256,57173,NULL,116,1800.0000,607,391056,3644,125,1196,Наименование проекта59256,г. Краснодар,NULL,2,NULL,NULL
60058,19644,NULL,115,102968.0000,606,391056,3619,156,77,Наименование проекта60058,Екатеринбург,NULL,2,NULL,NULL
61558,18415,NULL,115,300000.0000,598,391056,3580,125,58,Наименование проекта61558,Краснодар,NULL,1,NULL,NULL
62036,55089,NULL,115,50000.0000,604,391056,3610,139,1200,Наименование проекта62036,Нижний Новгород,NULL,0,NULL,NULL
62396,62153,NULL,115,496932.0000,603,391056,3600,104,1204,Наименование проекта62396,Киржач,NULL,2,NULL,NULL
62514,22072,NULL,115,450000.0000,616,391056,20849,135,1441,Наименование проекта62514,Москва,NULL,0,NULL,NULL
62905,58875,8320,115,254000.0000,598,20761,3580,121,1327,Наименование проекта62905,город Кемерово,2015-11-16,1,2015-11-18,NULL
62961,13323,NULL,115,287062.0000,600,391056,3586,156,189,Наименование проекта62961,Екатеринбург,NULL,2,NULL,NULL
63046,12078,NULL,115,300000.0000,607,391056,3641,135,513,Наименование проекта63046,Москва,NULL,2,NULL,NULL
63104,12078,NULL,115,300000.0000,607,391056,3641,135,514,Наименование проекта63104,Москва,NULL,2,NULL,NULL
63279,15971,NULL,116,517000.0000,598,391056,3580,136,443,Наименование проекта63279,г. Мытищи,NULL,0,NULL,NULL
63423,15971,NULL,116,1013275.0000,610,391056,3661,136,444,Наименование проекта63423,г. Мытищи,NULL,2,NULL,NULL
63480,10388,NULL,116,300100.0000,603,391056,3598,156,432,Наименование проекта63480,Верхняя Салда,NULL,2,NULL,NULL
63805,62876,NULL,115,300000.0000,600,391056,3587,160,1237,Наименование проекта63805,Ставрополь,NULL,2,NULL,NULL
64490,64280,NULL,115,130000.0000,611,391056,3667,135,729,Наименование проекта64490,Москва,NULL,0,NULL,NULL
64637,16470,NULL,115,300000.0000,607,391056,3631,121,32,Наименование проекта64637,Ленинск-Кузнецкий,NULL,2,NULL,NULL
64873,9926,NULL,115,90000.0000,616,391056,20853,146,203,Наименование проекта64873,г. Пермь,NULL,0,NULL,NULL
64931,16470,NULL,115,300000.0000,607,391056,3641,135,57,Наименование проекта64931,Москва,NULL,2,NULL,NULL
65107,65050,NULL,692,131709.0000,618,391056,0,159,671,Наименование проекта65107,г. Смоленск,NULL,1,NULL,NULL
65998,5803,NULL,117,480000.0000,618,391056,0,162,117,Наименование проекта65998,Чистополь,NULL,2,NULL,NULL
66178,13550,NULL,116,700000.0000,608,391056,3651,135,157,Наименование проекта66178,Москва,NULL,2,NULL,NULL
66237,4487,NULL,118,55000.0000,610,391056,3659,156,355,Наименование проекта66237,Екатеринбург,NULL,2,NULL,NULL
66299,13550,NULL,115,162129.0000,608,391056,3645,135,158,Наименование проекта66299,Москва,NULL,2,NULL,NULL
66360,13550,NULL,116,700000.0000,608,391056,3645,135,159,Наименование проекта66360,Москва,NULL,2,NULL,NULL
66416,4487,NULL,116,127500.0000,610,391056,3659,156,356,Наименование проекта66416,Екатеринбург,NULL,2,NULL,NULL
66476,13550,NULL,115,300000.0000,608,391056,3645,135,160,Наименование проекта66476,Москва,NULL,2,NULL,NULL
66534,6746,NULL,115,300000.0000,618,391056,0,130,152,Наименование проекта66534,г. Кириши,NULL,2,NULL,NULL
66652,9859,NULL,692,70000.0000,607,391056,3637,108,477,Наименование проекта66652,Махачкала,NULL,1,NULL,NULL
66711,9859,NULL,115,50000.0000,607,391056,3644,108,478,Наименование проекта66711,Махачкала,NULL,2,NULL,NULL
67862,53134,NULL,115,280000.0000,607,391056,3625,146,1670,Наименование проекта67862,Пермь и Чайковский,NULL,0,NULL,NULL
69702,66234,NULL,115,100000.0000,603,391056,3602,162,1678,Наименование проекта69702,Набережные Челны,NULL,0,NULL,NULL
69778,7012,NULL,116,469400.0000,608,391056,3649,146,209,Наименование проекта69778,Пермь,NULL,2,NULL,NULL
69838,58909,NULL,115,58424.0000,610,391056,3659,113,1439,Наименование проекта69838,Иркутск,NULL,0,NULL,NULL
69951,19546,NULL,115,300000.0000,607,391056,3641,136,500,Наименование проекта69951,г.Протвино,NULL,2,NULL,NULL
70048,6255,NULL,116,460000.0000,616,391056,20853,136,504,Наименование проекта70048,"Раменский район, д. Дементьево",NULL,2,NULL,NULL
70108,13814,NULL,115,130080.0000,594,391056,3572,168,234,Наименование проекта70108,Узей-Тукля,NULL,2,NULL,NULL
70215,6156,NULL,115,280000.0000,616,391056,20855,152,45,Наименование проекта70215,Санкт-Петербург,NULL,2,NULL,NULL
70278,10553,NULL,115,107455.0000,608,391056,3652,120,235,Наименование проекта70278,Петрозаводск,NULL,2,NULL,NULL
70339,15050,NULL,115,315000.0000,607,391056,3629,107,98,Наименование проекта70339,г. Воронеж,NULL,2,NULL,NULL
70430,12471,NULL,115,199950.0000,618,391056,0,154,250,Наименование проекта70430,Якутск,NULL,1,NULL,NULL
70522,19022,NULL,115,300000.0000,607,391056,3627,156,188,Наименование проекта70522,Екатеринбург,NULL,2,NULL,NULL
70610,10454,NULL,115,300000.0000,603,391056,3599,139,422,Наименование проекта70610,Кулебаки,NULL,2,NULL,NULL
70817,70042,NULL,115,80000.0000,618,391056,0,106,1325,Наименование проекта70817,город Грязовец,NULL,0,NULL,NULL
70874,28627,1281,692,200000.0000,616,391056,20851,152,1888,Наименование проекта70874,Санкт-Петербург,NULL,1,NULL,NULL
70931,8908,1273,115,500000.0000,600,3126345,3587,104,1328,Наименование проекта70931,пос. Вольгинский,2015-12-03,1,2015-12-07,NULL
70994,6222,NULL,115,161764.0000,607,391056,3641,156,130,Наименование проекта70994,г. Сысерть,NULL,2,NULL,NULL
71053,14142,NULL,115,180000.0000,611,391056,3666,162,238,Наименование проекта71053,г. Казань,NULL,2,NULL,NULL
71142,14142,NULL,115,173600.0000,604,391056,3609,162,239,Наименование проекта71142,Салиха Сайдашева,NULL,2,NULL,NULL
71198,8121,NULL,115,500000.0000,607,391056,3644,150,218,Наименование проекта71198,Рязань,NULL,2,NULL,NULL
72036,4209,NULL,117,150000.0000,603,391056,3601,105,121,Наименование проекта72036,г. Волгоград,NULL,2,NULL,NULL
72208,36304,NULL,115,500000.0000,593,391056,3570,136,298,Наименование проекта72208,Клин,NULL,2,NULL,NULL
73276,10718,NULL,115,300000.0000,604,391056,3605,107,146,Наименование проекта73276,г.Лиски,NULL,2,NULL,NULL
74362,51386,NULL,116,500000.0000,607,391056,3641,152,1360,Наименование проекта74362,Санкт-Петербург,NULL,2,NULL,NULL
74419,11391,NULL,115,1500000.0000,591,391056,3563,136,264,Наименование проекта74419,Балашиха,NULL,2,NULL,NULL
74480,6614,NULL,117,148500.0000,608,391056,3648,156,91,Наименование проекта74480,Нижний Тагил,NULL,2,NULL,NULL
74596,6614,NULL,117,35000.0000,608,391056,3648,156,93,Наименование проекта74596,Нижний Тагил,NULL,2,NULL,NULL
74653,6614,NULL,117,50000.0000,608,391056,3648,156,94,Наименование проекта74653,Нижний Тагил,NULL,2,NULL,NULL
74822,59337,NULL,115,290000.0000,598,391056,3584,104,1411,Наименование проекта74822,г. Владимир,NULL,0,NULL,NULL
74907,6614,NULL,115,75000.0000,608,391056,3648,156,92,Наименование проекта74907,Нижний Тагил,NULL,2,NULL,NULL
75434,9759,NULL,115,214657.0000,593,391056,3569,135,305,Наименование проекта75434,Москва,NULL,2,NULL,NULL
75567,75565,NULL,692,88000.0000,607,391056,3643,153,1430,Наименование проекта75567,г.Энгельс,NULL,1,NULL,NULL
75868,75826,NULL,692,299398.0000,604,391056,3610,162,1438,Наименование проекта75868,Альметьевск,NULL,1,NULL,NULL
75930,3304,NULL,115,2630400.0000,607,391056,3625,135,150,Наименование проекта75930,Москва,NULL,2,NULL,NULL
75993,11754,NULL,116,700000.0000,607,391056,3641,149,353,Наименование проекта75993,Ростов-на-Дону,NULL,1,NULL,NULL
76057,11754,NULL,116,700000.0000,618,391056,0,149,354,Наименование проекта76057,Ростов-на-Дону,NULL,2,NULL,NULL
76387,14175,NULL,692,500000.0000,607,391056,3636,156,636,Наименование проекта76387,Кушва,NULL,1,NULL,NULL
76593,12861,NULL,115,87000.0000,607,391056,3634,154,368,Наименование проекта76593,г. Якутск,NULL,2,NULL,NULL
77413,77402,525,115,250000.0000,608,277,3652,108,661,Наименование проекта77413,Махачкала,NULL,1,NULL,NULL
77797,11424,NULL,115,250000.0000,603,391056,3602,156,303,Наименование проекта77797,Качканар,NULL,2,NULL,NULL
78198,77605,NULL,115,243000.0000,607,391056,3644,146,1736,Наименование проекта78198,Пермь,NULL,0,NULL,NULL
78293,16837,NULL,115,200000.0000,607,391056,3628,104,558,Наименование проекта78293,Муром,NULL,2,NULL,NULL
78358,5412,NULL,115,150000.0000,607,391056,3631,104,561,Наименование проекта78358,г. Ковров,NULL,2,NULL,NULL
78497,18382,NULL,116,700000.0000,607,391056,3642,135,525,Наименование проекта78497,Москва,NULL,2,NULL,NULL
78800,12960,NULL,115,328000.0000,591,391056,3565,175,531,Наименование проекта78800,г.Чебоксары,NULL,2,NULL,NULL
78916,22072,1935,115,500000.0000,616,3126345,20849,135,1442,Наименование проекта78916,Москва,2015-12-25,1,2015-12-30,NULL
79140,79134,NULL,115,300000.0000,598,391056,3580,149,690,Наименование проекта79140,Волгодонск,NULL,0,NULL,NULL
79342,79284,NULL,115,345897.0000,600,391056,3587,160,1756,Наименование проекта79342,с.Красногвардейское,NULL,2,NULL,NULL
79569,79224,NULL,115,320000.0000,606,391056,3620,135,741,Наименование проекта79569,Москва,NULL,2,NULL,NULL
79629,79224,NULL,115,330000.0000,607,391056,3643,135,740,Наименование проекта79629,Москва,NULL,2,NULL,NULL
79764,18649,NULL,692,80000.0000,616,391056,20853,156,171,Наименование проекта79764,Екатеринбург,NULL,2,NULL,NULL
79822,79222,NULL,115,120000.0000,616,391056,20853,146,739,Наименование проекта79822,Пермь,NULL,0,NULL,NULL
79933,79220,NULL,692,150970.0000,607,391056,3635,108,717,Наименование проекта79933,Избербаш,NULL,1,NULL,NULL
79997,79110,NULL,115,300000.0000,618,391056,0,154,656,Наименование проекта79997,Якутск,NULL,2,NULL,NULL
80053,79204,NULL,115,300000.0000,607,391056,3635,149,702,Наименование проекта80053,Азов,NULL,2,NULL,NULL
80109,79218,NULL,115,30000.0000,609,391056,3658,152,715,Наименование проекта80109,"Санкт-Петербург ",NULL,2,NULL,NULL
80168,79218,NULL,115,85000.0000,601,391056,3589,152,714,Наименование проекта80168,"Санкт-Петербург ",NULL,2,NULL,NULL
80224,79206,NULL,115,300000.0000,607,391056,3635,150,704,Наименование проекта80224,Сасово,NULL,0,NULL,NULL
80282,79216,NULL,115,206500.0000,607,391056,3636,152,713,Наименование проекта80282,Колпино,NULL,2,NULL,NULL
80339,79208,NULL,115,58851.0000,603,391056,3600,146,705,Наименование проекта80339,Нытва,NULL,2,NULL,NULL
80396,79216,NULL,115,289418.0000,603,391056,3598,152,712,Наименование проекта80396,Колпино,NULL,2,NULL,NULL
80479,79200,NULL,115,300000.0000,616,391056,20855,158,699,Наименование проекта80479,Владикавказ,NULL,2,NULL,NULL
80506,79214,7936,115,500000.0000,604,20761,3610,112,709,Наименование проекта80506,Карабулак,2015-12-17,1,2015-12-18,NULL
80600,79212,NULL,115,100000.0000,618,391056,0,135,708,Наименование проекта80600,Москва,NULL,1,NULL,NULL
80656,79198,NULL,115,130000.0000,611,391056,3666,135,696,Наименование проекта80656,Москва,NULL,0,NULL,NULL
80715,79112,NULL,115,56050.0000,616,391056,20849,135,657,Наименование проекта80715,Москва,NULL,2,NULL,NULL
80771,79210,NULL,115,77900.0000,608,391056,3652,146,706,Наименование проекта80771,Краснокамск,NULL,2,NULL,NULL
80827,79196,NULL,115,706300.0000,608,391056,3648,121,694,Наименование проекта80827,Кемерово,NULL,2,NULL,NULL
80890,79114,NULL,115,300000.0000,608,391056,3649,107,659,Наименование проекта80890,Воронеж,NULL,0,NULL,NULL
80948,79116,NULL,692,95000.0000,607,391056,3628,136,1999,Наименование проекта80948,Щёлково,NULL,1,NULL,NULL
81009,79136,NULL,117,300000.0000,598,391056,3584,173,691,Наименование проекта81009,Златоуст,NULL,2,NULL,NULL
81067,79118,NULL,115,235000.0000,616,391056,20849,135,662,Наименование проекта81067,Москва,NULL,0,NULL,NULL
81126,6614,NULL,117,40000.0000,608,391056,3648,156,95,Наименование проекта81126,Нижний Тагил,NULL,2,NULL,NULL
